ID,Title,Address,Date_Posted,Number_of_Bedrooms,Number_of_Bathrooms,Area_m2,Price,Image_URL
97,Bán nhà kiên cố Trần Khánh Dư phường 8 Đà Lạt kinh doanh tốt - MN3469,"TP. Đà Lạt, Lâm Đồng",2023-11-14,18,19,148,12000000000,https://cloud.mogi.vn/images/thumb-small/2023/10/18/305/eb99d09b345d4a59bb65badccf5828bd.jpg
98,Bán nhà KQH Nguyễn Trung Trực P4 Đà Lạt hẻm rộng ô tô quay đầu MN3465,"TP. Đà Lạt, Lâm Đồng",2023-11-14,2,2,58,6500000000,https://cloud.mogi.vn/images/thumb-small/2023/10/18/367/3e5f53a766ee4996ad9af33794af60c4.jpg
99,Bán khách sạn KQH Nguyễn Thị Nghĩa P2 Đà Lạt ngay trung tâm - MN3446,"TP. Đà Lạt, Lâm Đồng",2023-11-14,13,13,85,18000000000,https://cloud.mogi.vn/images/thumb-small/2023/10/20/582/a0c4e008c20a453491e459ed2c39a116.jpg
100,Bán nhà Nam Kỳ Khởi Nghĩa phường 1 Đà Lạt ngay trung tâm - MN3443,"TP. Đà Lạt, Lâm Đồng",2023-11-14,3,2,87,9900000000,https://cloud.mogi.vn/images/thumb-small/2023/10/20/024/cd8a30ff4ce8414aba414628210dd2fc.jpg
101,Bán homestay sân vườn 2 mặt tiền hẻm Ngô Thì Sỹ phường 4 Đà Lạt MN3442,"TP. Đà Lạt, Lâm Đồng",2023-11-14,6,7,573,9000000000,https://cloud.mogi.vn/images/thumb-small/2023/10/20/186/cbef89581a414609bce39d77d6a75605.jpg
102,Bán nhà 3 mặt tiền KQH Phạm Hồng Thái P10 Đà Lạt kinh doanh tốt MN3441,"TP. Đà Lạt, Lâm Đồng",2023-11-14,6,8,183,27000000000,https://cloud.mogi.vn/images/thumb-small/2023/10/20/212/51c0eddda4de4a2a8bb4d7ada085c22c.jpg
103,Bán biệt thự 2 mặt tiền Lữ Gia P9 Đà Lạt thích hợp nghỉ dưỡng - MN3437,"TP. Đà Lạt, Lâm Đồng",2023-11-14,5,4,369,21000000000,https://cloud.mogi.vn/images/thumb-small/2023/10/20/406/51d68bd014854306b8fb2f1c3640bdc1.jpg
104,Bán nhà Lữ Gia phường 9 Đà Lạt thích hợp an cư lạc nghiệp - MN3432,"TP. Đà Lạt, Lâm Đồng",2023-11-14,4,3,65,5100000000,https://cloud.mogi.vn/images/thumb-small/2023/10/20/473/42c4feb536134798830fda8a0e36ec2a.jpg
105,Bán nhà 2 mặt tiền Trần Quang Diệu phường 10 Đà Lạt hợp an cư - MN3392,"TP. Đà Lạt, Lâm Đồng",2023-11-14,2,1,58,5000000000,https://cloud.mogi.vn/images/thumb-small/2023/10/23/230/498fcd8bbd34406ba29b384d7bb82c8e.jpg
106,Bán nhà 2 mặt tiền KQH Ngô Quyền P6 Đà Lạt thiết kế hiện đại - MN3558,"TP. Đà Lạt, Lâm Đồng",2023-11-14,8,8,125,10500000000,https://cloud.mogi.vn/images/thumb-ms/2023/10/13/292/5f784a1f38c741c3938c6cf79d65cb56.jpg
107,Bán nhà Nguyễn Đình Chiểu phường 9 Đà Lạt thuận tiện an cư - MN3557,"TP. Đà Lạt, Lâm Đồng",2023-11-14,4,4,88,7200000000,https://cloud.mogi.vn/images/thumb-ms/2023/10/13/326/392ba09994ca4f55b77daa1e49162638.jpg
108,Bán nhà 2 mặt tiền Bà Triệu Phường 4 Đà Lạt ngay trung tâm - MN3553,"TP. Đà Lạt, Lâm Đồng",2023-11-14,6,6,100,42000000000,https://cloud.mogi.vn/images/thumb-small/2023/10/13/351/50802494ee494d53b757c1e734871e8f.jpg
109,Bán nhà hai mặt tiền Đồi Thông Tin Phường 8 Đà Lạt view cực đẹp MN3550,"TP. Đà Lạt, Lâm Đồng",2023-11-14,8,8,192,13500000000,https://cloud.mogi.vn/images/thumb-small/2023/10/13/373/8b2a3ca671824a6a931b2e2ec67b3f65.jpg
110,Bán Biệt Thự mới hoàn thiện Trịnh Hoài Đức phường 11 Đà Lạt - MN3538,"TP. Đà Lạt, Lâm Đồng",2023-11-14,17,18,283,22500000000,https://cloud.mogi.vn/images/thumb-small/2023/10/13/450/c6c0d7c7160c4ec09ae180c911bdd767.jpg
111,Bán nhà mới hoàn thiện mặt tiền Nguyễn Trung Trực P4 Đà Lạt - MN3535,"TP. Đà Lạt, Lâm Đồng",2023-11-14,4,4,58,10200000000,https://cloud.mogi.vn/images/thumb-small/2023/10/13/514/5acf9c51197f42fbbb6a51b52db2f93a.jpg
112,Bán nhà 2 mặt tiền Thánh Mẫu Phường 7 Đà Lạt khuôn viên rộng - MN3519,"TP. Đà Lạt, Lâm Đồng",2023-11-14,5,5,301,13000000000,https://cloud.mogi.vn/images/thumb-small/2023/10/16/233/5258f4bbdff24ca1a7b2ddd4fb9d6b3f.jpg
113,Bán nhà 2 mặt tiền Trần Phú P4 Đà Lạt sát Trung Tâm Hành Chính MN3521,"TP. Đà Lạt, Lâm Đồng",2023-11-14,2,2,405,70000000000,https://cloud.mogi.vn/images/thumb-small/2023/10/16/189/c6a42e1be96c4560bbb5ed55fb110fac.jpg
114,Bán nhà sân vườn Thái Phiên phường 12 Đà Lạt gần đường chính - MN3505,"TP. Đà Lạt, Lâm Đồng",2023-11-14,3,2,213,6800000000,https://cloud.mogi.vn/images/thumb-small/2023/10/16/379/0146030f647f4568a6794a1bf93d5e58.jpg
115,Bán nhà mới hoàn thiện mặt tiền Mai Xuân Thưởng phường 8 Đà Lạt MN3504,"TP. Đà Lạt, Lâm Đồng",2023-11-14,6,7,75,7000000000,https://cloud.mogi.vn/images/thumb-small/2023/10/16/402/c7f1eb5c685e48ed9832f221fd880b1c.jpg
116,Bán khách sạn Nam Kỳ Khởi Nghĩa phường 1 Đà Lạt view đẹp - MN3503,"TP. Đà Lạt, Lâm Đồng",2023-11-14,28,28,202,40000000000,https://cloud.mogi.vn/images/thumb-small/2023/10/16/426/a8ff01639b554067b1ad4f506b1169aa.jpg
117,Bán khách sạn mới xây Khe Sanh P10 Đà Lạt view rừng thông - MN3501,"TP. Đà Lạt, Lâm Đồng",2023-11-14,15,15,250,26500000000,https://cloud.mogi.vn/images/thumb-small/2023/10/16/485/ff66a05ef7cd4ebdabf7ad3a212695b8.jpg
118,Bán biệt thự mặt tiền Lương Thế Vinh P3 ngay trung tâm Đà Lạt - MN3494,"TP. Đà Lạt, Lâm Đồng",2023-11-14,29,29,425,35000000000,https://cloud.mogi.vn/images/thumb-small/2023/10/16/534/8f8a7be73fab44769ce4c1045d32408c.jpg
119,Bán biệt thự mini KQH Trần Anh Tông P8 Đà Lạt tiện nghỉ dưỡng - MN3423,"TP. Đà Lạt, Lâm Đồng",2023-11-14,5,7,72,11800000000,https://cloud.mogi.vn/images/thumb-small/2023/10/20/544/0d30233998004359b91a26ce08f81318.jpg
120,Bán biệt thự KQH An Sơn Phường 4 Đà Lạt thích hợp nghỉ dưỡng - MN3274,"TP. Đà Lạt, Lâm Đồng",2023-11-14,5,6,413,29000000000,https://cloud.mogi.vn/images/thumb-small/2023/09/29/157/ac4af1fb9aa241bd87c14b0af0a3dc0f.jpg
121,Bán khách sạn mặt tiền Hà Huy Tập P3 Đà Lạt đang kinh doanh tốt MN3336,"TP. Đà Lạt, Lâm Đồng",2023-11-14,13,13,177,17500000000,https://cloud.mogi.vn/images/thumb-ms/2023/10/02/344/c7ce036ebc274a48abc97d11e20a243b.jpg
122,Bán nhà 3 mặt tiền Ngô Thì Nhậm phường 4 Đà Lạt ngay trung tâm MN3568,"TP. Đà Lạt, Lâm Đồng",2023-11-14,2,3,119,8200000000,https://cloud.mogi.vn/images/thumb-ms/2023/10/05/597/1f29da778321443790638f4fc9c3da73.jpg
123,Bán biệt thự Hùng Vương P11 Đà Lạt view đẹp kinh doanh tốt - MN3317,"TP. Đà Lạt, Lâm Đồng",2023-11-14,11,12,490,25000000000,https://cloud.mogi.vn/images/thumb-small/2023/10/05/100/30d61d22858b409b8852743af05bc197.jpg
124,Bán nhà Mai Hắc Đế phường 6 Đà Lạt vừa mới hoàn thiện xây dựng- MN3245,"TP. Đà Lạt, Lâm Đồng",2023-11-14,6,6,73,7800000000,https://cloud.mogi.vn/images/thumb-small/2023/10/09/328/a5cefd5bbbb9479ba086408734dc9f63.jpg
125,Bán biệt thự Nguyên Tử Lực phường 8 Đà Lạt sân vườn xinh xắn - MN3228,"TP. Đà Lạt, Lâm Đồng",2023-11-14,5,7,300,19000000000,https://cloud.mogi.vn/images/thumb-small/2023/10/09/436/95b9b6bcdf03407e9a6e9602147b1ca8.jpg
126,Bán nhà KQH Thái Lâm Phường 4 Đà Lạt view thành phố cực xinh - MN3218,"TP. Đà Lạt, Lâm Đồng",2023-11-14,9,9,114,11500000000,https://cloud.mogi.vn/images/thumb-small/2023/10/09/507/c52784160268455ba87f3b75753497be.jpg
127,Bán nhà KQH Hàn Thuyên phường 5 Đà Lạt thích hợp an cư - MN3149,"TP. Đà Lạt, Lâm Đồng",2023-11-14,3,4,87,8000000000,https://cloud.mogi.vn/images/thumb-small/2023/10/11/235/630bce5cc1664bdc8a2a4ce9fc6a4c21.jpg
128,Bán khách sạn Thông Thiên Học phường 2 Đà Lạt kinh doanh tốt - MN3135,"TP. Đà Lạt, Lâm Đồng",2023-11-14,17,20,121,14400000000,https://cloud.mogi.vn/images/thumb-small/2023/10/11/302/a8a7e147eca74b588a59d3fc55436f94.jpg
129,Bán biệt thự Xô Viết Nghệ Tĩnh Phường 7 Đà Lạt hợp nghỉ dưỡng - MN3110,"TP. Đà Lạt, Lâm Đồng",2023-11-14,14,14,564,37500000000,https://cloud.mogi.vn/images/thumb-small/2023/10/11/365/d3e6bc69389f48d8bd74d1cbe5216309.jpg
130,Bán khách sạn 15 phòng mặt tiền Tô Hiến Thành phường 3 Đà Lạt - MN3117,"TP. Đà Lạt, Lâm Đồng",2023-11-14,15,16,280,30000000000,https://cloud.mogi.vn/images/thumb-small/2023/10/11/331/30ae9bc44a8f476eb309e4cd15460d1e.jpg
131,Bán biệt thự mặt tiền Trần Quang Khải P8 Đà Lạt diện tích lớn - MN3248,"TP. Đà Lạt, Lâm Đồng",2023-11-14,13,12,2427,140000000000,https://cloud.mogi.vn/images/thumb-small/2023/08/18/153/5b437ebe48a4486584c5301c3437ba84.jpg
132,Bán khách sạn Phan Như Thạch phường 1 Đà Lạt ngay trung tâm - MN1677,"TP. Đà Lạt, Lâm Đồng",2023-11-14,29,29,147,60000000000,https://cloud.mogi.vn/images/thumb-small/2023/09/11/560/c16b062b24fa4b2c840bcdc1c5b2e3b3.jpg
133,Bán biệt thự 2 mặt tiền Đống Đa P3 Đà Lạt thích hợp nghỉ dưỡng MN3425,"TP. Đà Lạt, Lâm Đồng",2023-11-14,12,12,756,52000000000,https://cloud.mogi.vn/images/thumb-small/2023/09/18/177/546bb9e1adf84cee9bd92490411a3e20.jpg
134,Bán khách sạn mặt tiền Tô Hiến Thành P3 Đà Lạt kinh doanh tốt - MN3213,"TP. Đà Lạt, Lâm Đồng",2023-11-14,22,22,369,42000000000,https://cloud.mogi.vn/images/thumb-small/2023/09/20/334/5f5bc1d27d88403da12f15a54e763aba.jpg
135,Bán ks trung tâm Đà Lạt 55 phòng vị trí cực đẹp kinh doanh tốt -MN440,"TP. Đà Lạt, Lâm Đồng",2023-11-14,55,55,271,90000000000,https://cloud.mogi.vn/images/thumb-small/2023/09/21/267/4bf3c79f59054a6681c791044fb6652f.jpg
136,Bán biệt thự mới diện tích lớn mặt tiền Trần Khánh Dư P8 Đà Lạt MN3462,"TP. Đà Lạt, Lâm Đồng",2023-11-14,14,14,527,37800000000,https://cloud.mogi.vn/images/thumb-ms/2023/09/22/372/28f75d4875a949cfbdbacfc9a5a9d865.jpg
137,Bán nhà mặt tiền Phan Đình Phùng P2 Đà Lạt tiện kinh doanh - MN3536,"TP. Đà Lạt, Lâm Đồng",2023-11-14,5,5,99,26000000000,https://cloud.mogi.vn/images/thumb-ms/2023/09/25/588/1d40f7d6d2c24521a1a07b508b46fd55.jpg
138,Bán biệt thự Đông Tĩnh Phường 8 Đà Lạt phù hợp an cư nghỉ dưỡng MN3216,"TP. Đà Lạt, Lâm Đồng",2023-11-14,3,2,230,11500000000,https://cloud.mogi.vn/images/thumb-small/2023/10/10/322/f60443ae404d401c8b11b81f1033ef85.jpg
139,Bán khu nghỉ dưỡng Ba Tháng Tư P3 Đà Lạt đang kinh doanh tốt - MN3282,"TP. Đà Lạt, Lâm Đồng",2023-11-14,25,25,1220,125000000000,https://cloud.mogi.vn/images/thumb-small/2023/08/21/472/4b3b83ab3a5e4d3fb556963043c24efa.jpg
140,Bán khách sạn Hồ Tùng Mậu phường 3 Đà Lạt view hồ Xuân Hương - MN3154,"TP. Đà Lạt, Lâm Đồng",2023-11-14,28,31,194,120000000000,https://cloud.mogi.vn/images/thumb-small/2023/08/22/591/a6e07bd5e8244eff90125945f8e31c77.jpg
141,Bán biệt thư 2 mặt tiền Khởi Nghĩa Bắc Sơn phường 10 Đà Lạt - MN3206,"TP. Đà Lạt, Lâm Đồng",2023-11-14,6,5,1189,120000000000,https://cloud.mogi.vn/images/thumb-small/2023/08/23/373/67d8fff650774fbc9bee00b5b10ff2c5.jpg
142,Bán biệt thự Huỳnh Thúc Kháng phường 3 Đà Lạt ngay trung tâm - MN3300,"TP. Đà Lạt, Lâm Đồng",2023-11-14,6,8,650,85000000000,https://cloud.mogi.vn/images/thumb-small/2023/08/28/288/430c021922964ac09d290b525f766c2d.jpg
143,Bán nhà ba mặt tiền Ba Tháng Hai Đà Lạt kinh doanh cực đắc địa - MN927,"TP. Đà Lạt, Lâm Đồng",2023-11-14,12,12,138,80000000000,https://cloud.mogi.vn/images/thumb-small/2023/08/28/311/47efce5c96d944b3a8b9edc255e74d08.jpg
144,Bán tổ hợp 3 căn khách sạn Nguyễn Hữu Cảnh phường 8 Đà Lạt mới- MN3497,"TP. Đà Lạt, Lâm Đồng",2023-11-14,51,57,973,76000000000,https://cloud.mogi.vn/images/thumb-small/2023/08/30/134/04f9fd3a8ac84533aea4cd477ceb5280.jpg
145,Bán biệt thự 2 mặt tiền Đặng Thái Thân P3 Đà Lạt view siêu đẹp- MN1443,"TP. Đà Lạt, Lâm Đồng",2023-11-14,25,25,616,75000000000,https://cloud.mogi.vn/images/thumb-small/2023/08/30/196/82f02e6c3a7345a2b745bc1589873544.jpg
146,Bán biệt thự An Sơn phường 4 Đà Lạt không gian yên tĩnh - MN3292,"TP. Đà Lạt, Lâm Đồng",2023-11-14,21,21,904,75000000000,https://cloud.mogi.vn/images/thumb-small/2023/09/04/249/b14cedd5c1a640e8afcc7a4026023b6f.jpg
147,Bán Biệt thự mặt tiền Hàn Thuyên phường 5 Đà Lạt ngay trung tâm- MN427,"TP. Đà Lạt, Lâm Đồng",2023-11-14,6,7,1007,65000000000,https://cloud.mogi.vn/images/thumb-small/2023/09/06/294/487f0f3db751471d9fff85a58a92332d.jpg
148,Bán nhà mặt tiền Trạng Trình Phường 9 Đà Lạt gần trung tâm - MN3311,"TP. Đà Lạt, Lâm Đồng",2023-11-14,10,10,937,65000000000,https://cloud.mogi.vn/images/thumb-small/2023/09/08/447/bc70d91f18a341128d71241c4abd447b.jpg
149,Bán khách sạn KQH Phạm Hồng Thái phường 10 Đà Lạt đang kinh doanh tốt,"TP. Đà Lạt, Lâm Đồng",2023-11-14,9,9,90,14000000000,https://cloud.mogi.vn/images/thumb-small/2023/06/06/003/1d3e457d2f724e5d9caddad896e8ea2d.jpg
150,Bán khách sạn mặt tiền Thủ Khoa Huân P1 Đà Lạt ngay trung tâm - MN753,"TP. Đà Lạt, Lâm Đồng",2023-11-14,40,41,262,39000000000,https://cloud.mogi.vn/images/thumb-small/2023/07/18/272/c440853fa5dd4b669f4be88166bd1e6b.jpg
151,Bán biệt thự sân vườn Ba Tháng Tư P3 Đà Lạt ngay trung tâm - MN3050,"TP. Đà Lạt, Lâm Đồng",2023-11-14,7,5,596,30000000000,https://cloud.mogi.vn/images/thumb-ms/2023/07/22/368/2f458c32b9cc41feb39b7f005f3903fb.jpg
152,"Bán biệt thự nghỉ dưỡng Nam Hồ P11 Đà Lạt 8,5 tỷ - MN307","TP. Đà Lạt, Lâm Đồng",2023-11-14,4,4,213,8500000000,https://cloud.mogi.vn/images/thumb-ms/2023/08/03/059/f1d4dc7e3a1143d4ac8de1430af1b046.jpg
153,Bán khách sạn 2 mặt tiền Ba Tháng Hai trung tâm Đà Lạt - MN3268,"TP. Đà Lạt, Lâm Đồng",2023-11-14,38,38,1068,350000000000,https://cloud.mogi.vn/images/thumb-small/2023/08/07/147/226c673329844a1c97bf9abec9260afa.jpg
154,Bán Khách sạn mặt tiền Đống Đa phường 3 Đà Lạt view đắc địa - MN1258,"TP. Đà Lạt, Lâm Đồng",2023-11-14,66,66,883,320000000000,https://cloud.mogi.vn/images/thumb-small/2023/08/07/370/8dd5456cf2b04a039e85877e8f76f248.jpg
155,Bán ks KQH Hoàng Văn Thụ ngay trung tâm Đà Lạt 11 phòng KD - MN3471,"TP. Đà Lạt, Lâm Đồng",2023-11-14,11,11,60,13000000000,https://cloud.mogi.vn/images/thumb-small/2023/08/14/257/9efb5b65a56940c09300b81927732251.jpg
156,Bán nhà mặt tiền Đoàn Thị Điểm phường 4 Đà Lạt ngay trung tâm - MN3470,"TP. Đà Lạt, Lâm Đồng",2023-11-14,4,4,114,19999000000,https://cloud.mogi.vn/images/thumb-small/2023/08/14/224/531a65b680754e678d09740a1c4ca935.jpg
157,Bán khách sạn mặt tiền Bùi Thị Xuân P2 Đà Lạt tiện kinh doanh - MN2376,"TP. Đà Lạt, Lâm Đồng",2023-11-14,11,11,897,230000000000,https://cloud.mogi.vn/images/thumb-small/2023/08/16/178/8349a7055a5a49398967aa6194da535e.jpg
158,Bán biệt thự mặt tiền Sương Nguyệt Ánh phường 9 Đà Lạt 160 tỷ - MN3103,"TP. Đà Lạt, Lâm Đồng",2023-11-14,5,7,938,160000000000,https://cloud.mogi.vn/images/thumb-small/2023/08/16/212/49b298c0e37143e88e1d94aeba855f90.jpg
159,Bán biệt thự Hoàng Hoa Thám P10 Đà Lạt view đẹp sân vườn rộng - MN2868,"TP. Đà Lạt, Lâm Đồng",2023-11-14,11,11,1414,65000000000,https://cloud.mogi.vn/images/thumb-small/2023/09/07/258/9ff0b9a182774c96b584993de7aa16c3.jpg
160,Bán khách sạn trung tâm mặt tiền Phan Bội Châu Phường 1 Đà Lạt- MN2538,"TP. Đà Lạt, Lâm Đồng",2023-11-14,22,22,118,64000000000,https://cloud.mogi.vn/images/thumb-small/2023/09/09/213/da98b23ba6b74781ac74ed2b17c9b0d0.jpg
161,Bán biệt thự Hoàng Hoa Thám phường 10 Đà Lạt view thung lũng - MN1936,"TP. Đà Lạt, Lâm Đồng",2023-11-14,7,5,1484,63000000000,https://cloud.mogi.vn/images/thumb-small/2023/09/09/252/36e63be8b54d4210a7709df9d10fb48f.jpg
162,Bán biệt thự Lan Anh Đà Lạt khu nghỉ dưỡng cao cấp Hồ Tuyền Lâm-MN2884,"TP. Đà Lạt, Lâm Đồng",2023-11-14,5,5,1100,23000000000,https://cloud.mogi.vn/images/thumb-small/2023/06/03/451/29131e4044d748ff91bf621df6623dbc.jpg
163,Bán biệt thự mặt tiền Đinh Tiên Hoàng P2 Đà Lạt ngay trung tâm- MN1471,"TP. Đà Lạt, Lâm Đồng",2023-11-14,7,8,790,285000000000,https://cloud.mogi.vn/images/thumb-small/2023/08/10/436/c8cebda2b02e4892bbc1564d724a89c1.jpg
164,Bán khách sạn 2 mặt tiền Nguyễn Chí Thanh phường 1 Đà Lạt - MN2945,"TP. Đà Lạt, Lâm Đồng",2023-11-14,35,37,633,285000000000,https://cloud.mogi.vn/images/thumb-small/2023/08/15/304/df99d9f9bb8544039340842aaa4cdc63.jpg
165,Bán Khách sạn mặt tiền Lê Văn Tám P10 Đà Lạt view thung lũng - MN1433,"TP. Đà Lạt, Lâm Đồng",2023-11-14,50,50,1299,150000000000,https://cloud.mogi.vn/images/thumb-small/2023/08/17/410/cd73b8469ea549a7847e908618b53c4a.jpg
166,Bán khách sạn mặt tiền Ba Tháng Hai P5 Đà Lạt ngay trung tâm - MN1158,"TP. Đà Lạt, Lâm Đồng",2023-11-14,43,43,435,125000000000,https://cloud.mogi.vn/images/thumb-ms/2023/08/19/281/49568c555f3d4a178492eaf3a00a4d09.jpg
167,Bán khách sạn mặt tiền Phan Đình Phùng P2 Đà Lạt ngay trung tâm-MN3493,"TP. Đà Lạt, Lâm Đồng",2023-11-14,26,26,716,150000000000,https://cloud.mogi.vn/images/thumb-ms/2023/08/24/348/7f9437285f3b4743bb83834bb75a3a0b.jpg
168,Bán khách sạn mặt tiền Nam Kỳ Khởi Nghĩa phường 1 Đà Lạt - MN2786,"TP. Đà Lạt, Lâm Đồng",2023-11-14,20,20,93,79000000000,https://cloud.mogi.vn/images/thumb-small/2023/08/29/150/cdb1171b7324496e9e91ef31e9f5787c.jpg
169,Bán khách sạn mặt tiền Phan Bội Châu P1 Đà Lạt đã hoàn công - MN2551,"TP. Đà Lạt, Lâm Đồng",2023-11-14,18,18,228,75000000000,https://cloud.mogi.vn/images/thumb-small/2023/08/31/162/30407a82d5a741169c476cff93677405.jpg
170,Bán biệt thự Thi Sách phường 6 Đà Lạt thích hợp nghỉ dưỡng - MN1288,"TP. Đà Lạt, Lâm Đồng",2023-11-14,5,6,943,65000000000,https://cloud.mogi.vn/images/thumb-small/2023/09/07/212/d469db0c992548e4895051a675494022.jpg
171,Bán khách sạn 2 mặt tiền Phan Đình Phùng phường 2 Đà Lạt - MN3162,"TP. Đà Lạt, Lâm Đồng",2023-11-14,26,25,190,60000000000,https://cloud.mogi.vn/images/thumb-small/2023/09/12/181/235eba01a8c947a4bcc709b3417ce613.jpg
172,Bán nhà mặt tiền Lý Tự Trọng phường 2 Đà Lạt tiện nghỉ dưỡng - MN3370,"TP. Đà Lạt, Lâm Đồng",2023-11-14,4,4,357,59000000000,https://cloud.mogi.vn/images/thumb-small/2023/09/14/217/2eff6e5f7ec141209032a3a23b70d5e1.jpg
173,Bán biệt thự sân vườn Vạn Hạnh phường 8 Đà Lạt thích hợp an cư- MN3417,"TP. Đà Lạt, Lâm Đồng",2023-11-14,8,8,2902,60000000000,https://cloud.mogi.vn/images/thumb-small/2023/09/12/228/2a080b62246047b5a4012453895edeb7.jpg
174,Bán khách sạn 2 mặt tiền đường nhựa Ba Tháng Tư P3 Đà Lạt - MN3291,"TP. Đà Lạt, Lâm Đồng",2023-11-14,28,28,1000,300000000000,https://cloud.mogi.vn/images/thumb-small/2023/08/10/360/dd6bef886413420fb8a3179f8b1b5216.jpg
175,Bán khách sạn Ba Tháng Tư Phường 3 Đà Lạt view thông cực đẹp - MN3246,"TP. Đà Lạt, Lâm Đồng",2023-11-14,19,19,710,58000000000,https://cloud.mogi.vn/images/thumb-small/2023/09/14/262/3a6dd94b2d27477298af939493fa9ccb.jpg
176,Bán khách sạn mặt tiền Tô Hiến Thành P3 Đà Lạt gần trung tâm - MN254,"TP. Đà Lạt, Lâm Đồng",2023-11-14,24,24,250,45000000000,https://cloud.mogi.vn/images/thumb-small/2023/09/19/272/32b5995a7e254829b74a5d2cbf5ca06f.jpg
177,Bán biệt thự KQH Golf Valley phường 2 Đà Lạt kinh doanh ổn định MN2730,"TP. Đà Lạt, Lâm Đồng",2023-11-14,2,4,340,52000000000,https://cloud.mogi.vn/images/thumb-small/2023/09/16/380/7c58c89541ae46d9a3e882742432b1d4.jpg
178,Bán biệt thự mặt tiền Hùng Vương phường 11 Đà Lạt view đẹp - MN3215,"TP. Đà Lạt, Lâm Đồng",2023-11-14,6,7,250,42000000000,https://cloud.mogi.vn/images/thumb-small/2023/09/21/420/e39fe54c5fc34191977d53ee122071cc.jpg
179,Bán biệt thự 3 mặt tiền hẻm ô tô Hùng Vương phường 9 Đà Lạt - MN3508,"TP. Đà Lạt, Lâm Đồng",2023-11-14,4,4,525,29700000000,https://cloud.mogi.vn/images/thumb-small/2023/09/23/382/2e8fb916152c41c3a5e804d416636551.jpg
180,Bán nhà mới hoàn thiện 2 mặt tiền hẻm Đồng Tâm phường 4 Đà Lạt MN3509,"TP. Đà Lạt, Lâm Đồng",2023-11-14,8,8,137,12900000000,https://cloud.mogi.vn/images/thumb-small/2023/09/26/312/a934a88a2a8e49bc9513a28742f6318b.jpg
181,Bán biệt thự Trịnh Hoài Đức Phường 11 Đà Lạt view thung lũng - MN1704,"TP. Đà Lạt, Lâm Đồng",2023-11-14,6,6,236,12800000000,https://cloud.mogi.vn/images/thumb-ms/2023/09/27/388/0648032dc6ed455a83600b8a47fc28d0.jpg
182,Bán nhà đã hoàn công 2 mặt tiền KQH Ngô Quyền phường 6 Đà Lạt - MN3491,"TP. Đà Lạt, Lâm Đồng",2023-11-14,4,2,125,8600000000,https://cloud.mogi.vn/images/thumb-ms/2023/09/27/429/289d1a26a5cd4099a8c2eadfd937cb44.jpg
183,Bán khách sạn KQH Tô Hiến Thành phường 3 Đà Lạt view đẹp - MN3298,"TP. Đà Lạt, Lâm Đồng",2023-11-14,15,17,88,18000000000,https://cloud.mogi.vn/images/thumb-small/2023/10/06/159/0b8a09cd3e5b4d758ae0abe73831263c.jpg
184,Bán biệt thự Hoàng Hoa Thám P10 Đà Lạt view đẹp nghỉ dưỡng - MN3294,"TP. Đà Lạt, Lâm Đồng",2023-11-14,12,12,264,19500000000,https://cloud.mogi.vn/images/thumb-small/2023/10/06/217/8aa6eecaca154e85bad4b5a2bb31abe7.jpg
185,Bán biệt thự Triệu Việt Vương P4 Đà Lạt view đẹp nghỉ dưỡng - MN3290,"TP. Đà Lạt, Lâm Đồng",2023-11-14,6,8,202,24000000000,https://cloud.mogi.vn/images/thumb-small/2023/10/06/280/4027a017eb834f1ca0188da4492b401a.jpg
186,Bán biệt thự nghỉ dưỡng mặt tiền Hoàng Hoa Thám P10 Đà Lạt - MN2349,"TP. Đà Lạt, Lâm Đồng",2023-11-14,13,13,550,52000000000,https://cloud.mogi.vn/images/thumb-small/2023/09/16/307/83eb9368c8b24146aa45709746ea2b6b.jpg
187,Bán Biệt thự đường Đống Đa phường 3 Đà Lạt view đẹp vĩnh viễn - MN3288,"TP. Đà Lạt, Lâm Đồng",2023-11-14,6,9,201,27500000000,https://cloud.mogi.vn/images/thumb-small/2023/10/06/327/da9fbebe77af458b9779c1c87453c872.jpg
188,Bán biệt phủ nghỉ dưỡng Đồi Robin - Đống Đa phường 3 Đà Lạt - MN3279,"TP. Đà Lạt, Lâm Đồng",2023-11-14,14,14,2300,310000000000,https://cloud.mogi.vn/images/thumb-small/2023/10/07/205/8a0e1ebaba1a499ebc3d44fc3f649f87.jpg
189,Bán biệt thự Viện Nghiên Cứu Hạt Nhân Đà Lạt hợp nghĩ dưỡng - MN3266,"TP. Đà Lạt, Lâm Đồng",2023-11-14,4,6,208,33500000000,https://cloud.mogi.vn/images/thumb-small/2023/10/07/281/3a9235b6940b48eab45657d8838339f6.jpg
190,Bán biệt thự Nam Hồ phường 11 Đà Lạt thiết kế cực xinh - MN3261,"TP. Đà Lạt, Lâm Đồng",2023-11-14,5,5,312,14700000000,https://cloud.mogi.vn/images/thumb-small/2023/10/07/311/3c6e06101d1f4f02be71b5b1751c03d0.jpg
191,Bán nhà Kim Đồng phường 6 Đà Lạt góc 2 mặt giáp đường thoáng - MN3214,"TP. Đà Lạt, Lâm Đồng",2023-11-14,4,2,215,10500000000,https://cloud.mogi.vn/images/thumb-small/2023/10/10/342/5cee64ad65be4bb6a117f412bd795d79.jpg
